observed_at,bar_start,bar_end,bar_timeframe,pair,close,buy_volume,sell_volume,volume,delta,delta_direction,speed_score,prior_speed_score,speed_change_pct,speed_change_ratio,speed_lifecycle,eligible_for_paper_entry,flow_ready,flow_reason,record_type,source_event_key,delta_norm
2026-08-13T07:50:23.965233+00:00,1786607100,1786607400,5m,XRP/USD,1.01262,184.27688148,1035.06535876,1219.34224024,-850.78847728,DOWN,0.6977437910397836,0.07387731225798454,844.4628800290072,9.444628800290072,SPEED_INCREASING,True,True,,delta_tempo_v4_observation,XRP/USD|5m|1786607100,0.69774379
2026-08-13T07:50:39.216767+00:00,1786607100,1786607400,5m,AVAX/USD,6.506,5.32991425,103.3020271,108.63194135,-97.97211285,DOWN,0.9018720611311251,0.5700393490703651,58.212246681202146,1.5821224668120215,SPEED_INCREASING,True,True,,delta_tempo_v4_observation,AVAX/USD|5m|1786607100,0.90187206
2026-08-13T07:50:39.216798+00:00,1786607100,1786607400,5m,LTC/USD,44.88,1.9249999999999998,0.0,1.925,1.9249999999999998,UP,0.9999999999999999,0.08554228946445626,1069.0124338038795,11.690124338038798,SPEED_INCREASING,False,True,,delta_tempo_v4_observation,LTC/USD|5m|1786607100,1.0
2026-08-13T07:51:24.947863+00:00,1786607100,1786607400,5m,DOT/USD,0.7736,0.0,3.91187543,3.91187543,-3.91187543,DOWN,1.0,0.4454168054778183,124.50881684341834,2.2450881684341835,SPEED_INCREASING,False,True,,delta_tempo_v4_observation,DOT/USD|5m|1786607100,1.0
2026-08-13T07:55:13.643563+00:00,1786607400,1786607700,5m,ADA/USD,0.185307,45560.814294530006,20.0,45580.81429453,45540.814294530006,UP,0.9991224377927624,0.38757515128052666,157.78805335990134,2.5778805335990134,SPEED_INCREASING,True,True,,delta_tempo_v4_observation,ADA/USD|5m|1786607400,0.99912244
2026-08-13T07:55:59.400330+00:00,1786607400,1786607700,5m,SOL/USD,76.36,12.830381699999998,89.53849981000002,102.36888151,-76.70811811000002,DOWN,0.7493304310695894,0.3760252669973197,99.27661698194623,1.9927661698194623,SPEED_INCREASING,False,True,,delta_tempo_v4_observation,SOL/USD|5m|1786607400,0.74933043
2026-08-13T08:00:33.772793+00:00,1786607700,1786608000,5m,BTC/USD,63797.5,0.6490509500000001,0.02311147,0.67216242,0.6259394800000001,UP,0.9312324839582672,0.061368366921729096,1417.447067063047,15.174470670630468,SPEED_INCREASING,True,True,,delta_tempo_v4_observation,BTC/USD|5m|1786607700,0.93123248
2026-08-13T08:05:23.575308+00:00,1786608000,1786608300,5m,SOL/USD,76.36,29.277810880000004,1.78146697,31.05927785,27.496343910000004,UP,0.8852860019087663,0.10462656126855935,746.1388687298834,8.461388687298832,SPEED_INCREASING,True,True,,delta_tempo_v4_observation,SOL/USD|5m|1786608000,0.885286
2026-08-13T08:05:23.575340+00:00,1786608000,1786608300,5m,ETH/USD,1895.0,31.643407860000003,1.6314863499999999,33.27489421,30.011921510000004,UP,0.9019389008599948,0.3372124412018176,167.46904641047786,2.6746904641047786,SPEED_INCREASING,True,True,,delta_tempo_v4_observation,ETH/USD|5m|1786608000,0.9019389
2026-08-13T08:10:13.431105+00:00,1786608300,1786608600,5m,XRP/USD,1.01201,2509.0749210800004,4.28043991,2513.35536099,2504.7944811700004,UP,0.9965938442478633,0.4740081524986525,110.24824973884735,2.1024824973884737,SPEED_INCREASING,True,True,,delta_tempo_v4_observation,XRP/USD|5m|1786608300,0.99659384
